"key";"en";"ru"
"Noooo!!! How did I lose!?";"Noooo!!! How did I lose!?";""
"Normal";"Normal";""
"Not Available Yet";"Not Available Yet";""
"Not Enough Money";"Not Enough Money";""
"Not Enough Stock";"Not Enough Stock";""
"Not For Sale";"Not For Sale";""
"Not Found";"Not Found";""
"Not Good";"Not Good";""
"Not a bad price really.";"Not a bad price really.";""
"Not a bad price, but I am broke.";"Not a bad price, but I am broke.";""
"Not enough card packs";"Not enough card packs";""
"Not enough card to paste deck";"Not enough card to paste deck";""
"Not enough cards to make into bundle";"Not enough cards to make into bundle";""
"Not enough change given";"Not enough change given";""
"Not enough customer played in shop";"Not enough customer played in shop";""
"Not enough item in inventory";"Not enough item in inventory";""
"Not enough money";"Not enough money";""
"Not enough shop level";"Not enough shop level";""
"Not even a card pack as reward?";"Not even a card pack as reward?";""
"Not fair! Hmph!!";"Not fair! Hmph!!";""
"Not more slot available";"No more slot available";""
"NotUsed/Aetheria";"Aetheria";""
"NotUsed/Aetheria RPG";"Aetheria RPG";""
"NotUsed/Aetheria RPG Pack";"Aetheria RPG Card Pack";""
"NotUsed/Alpha";"Alpha";""
"NotUsed/Ancient Hammer";"Ancient Hammer";""
"NotUsed/Arc Missile";"Arc Missile";""
"NotUsed/Arcade Claw";"Arcade Claw";""
"NotUsed/Arcade Machine";"Arcade Machine";""
"NotUsed/Archer";"Archer";""
"NotUsed/Architect";"Architect";""
"NotUsed/Armored Slime";"Armored Slime";""
"NotUsed/Artist";"Artist";""
"NotUsed/Astronaut";"Astronaut";""
"NotUsed/Axe";"Axe";""
"NotUsed/Axe Warrior";"Axe Warrior";""
"NotUsed/Barber";"Barber";""
"NotUsed/Barrage Missile";"Barrage Missile";""
"NotUsed/Barrage Missle";"Barrage Miss";""
"NotUsed/Barrel Hammer";"Barrel Hammer";""
"NotUsed/Bartender";"Bartender";""
"NotUsed/Battle";"Battle";""
"NotUsed/Battle Chip";"Battle Chip";""
"NotUsed/Beginner Player";"Beginner Player";""
"NotUsed/Beta";"Beta";""
"NotUsed/Blacksmith";"Blacksmith";""
"NotUsed/Blitz";"Blitz";""
"NotUsed/Bodybuilder";"Bodybuilder";""
"NotUsed/Bolt";"Bolt";""
"NotUsed/Bonsai";"Bonsai";""
"NotUsed/Bouncer";"Bouncer";""
"NotUsed/Boxing Glove";"Boxing Glove";""
"NotUsed/Bumblebee";"Bumblebee";""
"NotUsed/Capacity";"Capacity";""
"NotUsed/Capitalist";"Capitalist";""
"NotUsed/Casual";"Casual";""
"NotUsed/Casual Player";"Casual Player";""
"NotUsed/Cat Mage";"Cat Mage";""
"NotUsed/Cat Pirate";"Cat Pirate";""
"NotUsed/Cat Thief";"Cat Thief";""
"NotUsed/Chain Gun";"Chain Gun";""
"NotUsed/Chill Missile";"Chill Missile";""
"NotUsed/Collector";"Collector";""
"NotUsed/Composer";"Composer";""
"NotUsed/Connect";"Connect";""
"NotUsed/Connect Error";"Connect Error";""
"NotUsed/Connecting";"Connecting...";""
"NotUsed/Connection Problem";"Connection Problem";""
"NotUsed/Connection error";"Connection error";""
"NotUsed/Connoisseur";"Connoisseur";""
"NotUsed/Construction";"Construction";""
"NotUsed/Contains at least:";"Contains at least:";""
"NotUsed/Cook";"Cook";""
"NotUsed/Creator";"Creator";""
"NotUsed/Crescent Claw";"Crescent Claw";""
"NotUsed/Crescent Machete";"Crescent Machete";""
"NotUsed/Crimson Wheel";"Crimson Wheel";""
"NotUsed/Cryo Blaster";"Cryo Blaster";""
"NotUsed/Cyber";"Cyber";""
"NotUsed/Cyclops";"Cyclops";""
"NotUsed/Dark Knight";"Dark Knight";""
"NotUsed/Director";"Director";""
"NotUsed/Dragon";"Dragon";""
"NotUsed/Dragon Knight";"Dragon Knight";""
"NotUsed/Drill";"Drill";""
"NotUsed/Dual Missile";"Dual Missile";""
"NotUsed/Eldritch Creature";"Eldritch Creature";""
"NotUsed/Elec Broadsword";"Elec Broadsword";""
"NotUsed/Electric";"Electric";""
"NotUsed/Electric Chainsaw";"Electric Chainsaw";""
"NotUsed/Electric Spike";"Electric Spike";""
"NotUsed/Electrician";"Electrician";""
"NotUsed/Energy";"Energy";""
"NotUsed/Energy Shield";"Energy Shield";""
"NotUsed/Fan Blade";"Fan Blade";""
"NotUsed/Farmer";"Farmer";""
"NotUsed/Feather Blade";"Feather Blade";""
"NotUsed/Fencer";"Fencer";""
"NotUsed/Fire Axe";"Fire Axe";""
"NotUsed/Fire Broadsword";"Fire Broadsword";""
"NotUsed/Fire Katana";"Fire Katana";""
"NotUsed/Fire Rocket";"Fire Rocket";""
"NotUsed/Fire Shield";"Fire Shield";""
"NotUsed/Fire Twin Axe";"Fire Twin Axe";""
"NotUsed/Fireman";"Fireman";""
"NotUsed/Flamethrower";"Flamethrower";""
"NotUsed/Florist";"Florist";""
"NotUsed/Freeze Bomb";"Freeze Bomb";""
"NotUsed/Friend Challenge";"Friend Challenge";""
"NotUsed/Friend Invitation";"Friend Invitation";""
"NotUsed/Friend List";"Friend List";""
"NotUsed/Friend Username";"Friend Username";""
"NotUsed/Friend invitation received";"Friend invitation received";""
"NotUsed/Friend request sent";"Friend request sent";""
"NotUsed/Friends";"Friends";""
"NotUsed/Gamer";"Gamer";""
"NotUsed/Gamma";"Gamma";""
"NotUsed/Garuda";"Garuda";""
"NotUsed/Geologist";"Geologist";""
"NotUsed/Giga Blade";"Giga Blade";""
"NotUsed/Giga Bundle";"Giga Bundle";""
"NotUsed/Giga Cannon";"Giga Cannon";""
"NotUsed/Goblin Mage";"Goblin Mage";""
"NotUsed/Goblin Thief";"Goblin Thief";""
"NotUsed/Goblin Warrior";"Goblin Warrior";""
"NotUsed/Golem";"Golem";""
"NotUsed/Grandma";"Grandma";""
"NotUsed/Handyman";"Handyman";""
"NotUsed/Hangar";"Hangar";""
"NotUsed/Harpy";"Harpy";""
"NotUsed/Hawk";"Hawk";""
"NotUsed/Heat Knife";"Heat Knife";""
"NotUsed/Heat Missile";"Heat Missile";""
"NotUsed/Hiker";"Hiker";""
"NotUsed/Ice Broadsword";"Ice Broadsword";""
"NotUsed/Ice Mortar";"Ice Mortar";""
"NotUsed/Ice Pike";"Ice Pike";""
"NotUsed/Ice Spinner";"Ice Spinner";""
"NotUsed/Ice Twin Spear";"Ice Twin Spear";""
"NotUsed/Inferno Boost";"Inferno Boost";""
"NotUsed/Influencer";"Influencer";""
"NotUsed/Ink Knight";"Ink Knight";""
"NotUsed/Investor";"Investor";""
"NotUsed/Iron Ball";"Iron Ball";""
"NotUsed/Janitor";"Janitor";""
"NotUsed/Jester";"Jester";""
"NotUsed/Jet Burner";"Jet Burner";""
"NotUsed/Kabuto";"Kabuto";""
"NotUsed/Katana";"Katana";""
"NotUsed/Katana Display";"Katana Display";""
"NotUsed/Knight";"Knight";""
"NotUsed/Knight Shield";"Knight Shield";""
"NotUsed/Knight Sword";"Knight Sword";""
"NotUsed/Laundry";"Laundry";""
"NotUsed/Lawyer";"Lawyer";""
"NotUsed/Librarian";"Librarian";""
"NotUsed/Light Saber";"Light Saber";""
"NotUsed/Lion Shield";"Lion Shield";""
"NotUsed/Magnetic Coil";"Magnetic Coil";""
"NotUsed/Maid";"Maid";""
"NotUsed/Master Arena";"Master Arena";""
"NotUsed/Mauler Mace";"Mauler Mace";""
"NotUsed/Megabot";"Megabot";""
"NotUsed/Megabot Card Collector";"Megabot Card Collector";""
"NotUsed/Megabot Pack";"Megabot Pack";""
"NotUsed/Megavolt Beam";"Megavolt Beam";""
"NotUsed/Mimic";"Mimic";""
"NotUsed/Mini Missile";"Mini Missile";""
"NotUsed/Minotaur";"Minotaur";""
"NotUsed/Missile Cannon";"Missile Cannon";""
"NotUsed/Moonlight Blade";"Moonlight Blade";""
"NotUsed/Morning Star";"Morning Star";""
"NotUsed/Mortar";"Mortar";""
"NotUsed/Mushroom Monster";"Mushroom Monster";""
"NotUsed/Musician";"Musician";""
"NotUsed/Noble";"Noble";""
"NotUsed/Orca";"Orca";""
"NotUsed/Peasant";"Peasant";""
"NotUsed/Phoenix";"Phoenix";""
"NotUsed/Photographer";"Photographer";""
"NotUsed/Pirate";"Pirate";""
"NotUsed/Plumber";"Plumber";""
"NotUsed/Police";"Police";""
"NotUsed/Popular Shop";"Popular Shop";""
"NotUsed/Programmer";"Programmer";""
"NotUsed/Psychic";"Psychic";""
"NotUsed/Pulse Cannon";"Pulse Cannon";""
"NotUsed/Racer";"Racer";""
"NotUsed/Rail Cannon";"Rail Cannon";""
"NotUsed/Ravager";"Ravage";""
"NotUsed/Reaper";"Reaper";""
"NotUsed/Rocket Missile";"Rocket Missile";""
"NotUsed/Roller Spike";"Roller Spike";""
"NotUsed/Ronin";"Ronin";""
"NotUsed/Round Leaf Plant";"Round Leaf Plant";""
"NotUsed/School Boy";"School Boy";""
"NotUsed/Scout";"Scout";""
"NotUsed/Shuriken Blade";"Shuriken Blade";""
"NotUsed/Singer";"Singer";""
"NotUsed/Snack Machine";"Snack Machine";""
"NotUsed/Snake";"Snake";""
"NotUsed/Soldier";"Soldier";""
"NotUsed/Sonic Blaster";"Sonic Blaster";""
"NotUsed/Spectre";"Spectre";""
"NotUsed/Spike Ball";"Spike Ball";""
"NotUsed/Spiked Warhammer";"Spiked Warhammer";""
"NotUsed/Spirit";"Spirit";""
"NotUsed/Stone Lantern";"Stone Lantern";""
"NotUsed/Super Bundle";"Super Bundle";""
"NotUsed/Super Collector";"Super Collector";""
"NotUsed/Super Rare";"Super Rare";""
"NotUsed/Sword";"Sword";""
"NotUsed/Teacher";"Teacher";""
"NotUsed/Trailer";"Trailer";""
"NotUsed/Trainer";"Trainer";""
"NotUsed/Traveller";"Traveller";""
"NotUsed/Tree Monster";"Tree Monster";""
"NotUsed/Tremor";"Tremor";""
"NotUsed/Trolley";"Trolley";""
"NotUsed/Ultimate Collector";"Ultimate Collector";""
"NotUsed/Ultimate Shopkeeper";"Ultimate Shopkeeper";""
"NotUsed/Ultra Rare";"Ultra Rare";""
"NotUsed/Underground Dark";"Underground Dark";""
"NotUsed/Underground Light";"Underground Light";""
"NotUsed/Unlock All Shelves In Previous Room First";"Unlock All Shelves In Previous Room First";""
"NotUsed/Update Now";"Update Now";""
"NotUsed/Update Required";"Update Required";""
"NotUsed/Updates Available";"Updates Available";""
"NotUsed/Vampire";"Vampire";""
"NotUsed/Viper";"Viper";""
"NotUsed/Whisker Workforce";"Whisker Workforce";""
"NotUsed/Whisker Workforce Pack";"Whisker Workforce Pack";""
"NotUsed/Wing Booster";"Wing Booster";""
"NotUsed/Witch";"Witch";""
"NotUsed/Wizard";"Wizard";""
"NotUsed/Wolf";"Wolf";""
"NotUsed/Woodworker";"Woodworker";""
"Notification";"Notification";""
"November";"November";""
"Now Loading";"Now Loading";""
"Now Loading...";"Now Loading...";""
"Number";"Number";""
"Não tenho muita experiência mas estou disposto a aprender e fazer qualquer coisa. Por favor me contrate pois preciso de dinheiro para pagar a escola de arte.";"Huge Personal Shelf";""
"OMW";"OMW";""
"OOMW";"OOMW";""
"OPEN";"Open";""
"OPEN NOW";"Open Now";""
"October";"October";""
"Offering";"Offering";""
"Omg this place stinks!";"Omg this place stinks!";""
"On Shelf :";"On Shelf :";""
"Only 4 card duplicates allowed";"Only 4 card duplicates allowed";""
"Oof, no way I can win this.";"Oof, no way I can win this.";""
"Open";"Open";""
"Open Album";"Open Album";""
"Open Box";"Open Box";""
"Open Card Box";"Open Card Box";""
"Open Now";"Open Now";""
"Open Pack";"Open Pack";""
"Open Phone";"Open Phone";""
"Open Phone and stock up on card packs.";"Open Phone";""
"Open XXX YYY";"Open XXX YYY";""
"Open phone and stock up on card packs.";"Open phone and stock up on card packs.";""
"Open up the packaging box and put items on shelf.";"Open up the packaging box and put items on shelf.";""
"Opening card shop...";"Opening card shop...";""
"Oponnent discard XXX card, then destroy a field card at random";"Opponent discard XXX card, then destroy a field card at random";""
"Opponent cannot evolve for XXX turn";"Opponent cannot evolve for XXX turn";""
"Opponent cannot evolve for XXX turn, draw YYY";"Opponent cannot evolve for XXX turn, draw YYY";""
"Opponent cannot evolve next turn";"Opponent cannot evolve next turn";""
"Opponent cannot evolve next turn, draw YYY";"Opponent cannot evolve next turn, draw YYY";""
"Opponent discard XXX card";"Opponent discard XXX card";""
"Opponent discard XXX card at random";"Opponent discard XXX card at random";""
"Opponent discard XXX card at random, then draw YYY card";"Opponent discard XXX card at random, then draw YYY card";""
"Opponent discard XXX cards at random, draw YYY";"Opponent discard XXX cards at random, draw YYY";""
"Orange";"Orange";""
"Orca";"Orca";""
"Order Online FREE Delivery";"Order Online FREE Delivery";""
"Order Summary";"Order Summary";""
"Ordering :";"Ordering :";""
"Others";"Others";""
"Outline";"Outline";""
"Overwrite current save file?";"Overwrite current save file?";""
"Owed Amount";"Owed Amount";""
"Owned";"Owned";""
"PLAY AREA";"PLAY AREA";""
"Pack Machine";"Pack Machine";""
"Pack Machine L";"Pack Opener Machine L";""
"Pack Machine M";"Pack Opener Machine M";""
"Pack Machine S";"Pack Opener Machine S";""
"Page";"Page";""
"Participants :";"Participants :";""
"Passionate";"Passionate";""
"Past Result";"Past Result";""
"Paste";"Paste";""
"Pat Head";"Pat Head";""
"Pauper";"Pauper";""
"Pause";"Pause";""
"Pause Game";"Pause Game";""
"Pay";"Pay";""
"Pay All";"Pay All";""
"Pay Bills";"Pay Bills";""
"Pay Tomorrow";"Pay Tomorrow";""
"Peasant";"Peasant";""
"Penny Sleeves";"Penny Sleeves";""
"Pet Head";"Pat Head";""
"Phoenix";"Phoenix";""
"Photo Gallery";"Photo Gallery";""
"Photographer";"Photographer";""
"Pick up the packages that arrived in front of the shop";"Pick up the packages that arrived in front of the shop";""
"PickyEater";"Picky Eater";""
"Pigni";"Pigni";""
"Pigni Plushie";"Pigni Plushie";""
"Pigni Statue";"Pigni Statue";""
"Pirate";"Pirate";""
"Pixy";"Pixy";""
"Place";"Place";""
"Place Item";"Place Item";""
"Plant YYY";"Plant YYY";""
"Play Effect";"Play Effect";""
"Play Hour";"Play Hour";""
"Play TCG";"Play TCG";""
"Play Table";"Play Table";""
"Played Game";"Played Game";""
"Played In Shop";"Played In Shop";""
"Playful";"Playful";""
"Playmat";"Playmat";""
"Playmat (Clamigo)";"Playmat (Clamigo)";""
"Playmat (Dracunix)";"Playmat (Dracunix)";""
"Playmat (Drakon)";"Playmat (Drakon)";""
"Playmat (Drilceros)";"Playmat (Drilceros)";""
"Playmat (Duel)";"Playmat (Duel)";""
"Playmat (Earth)";"Playmat (Earth)";""
"Playmat (Fire)";"Playmat (Fire)";""
"Playmat (GigatronX Evo)";"Playmat (GigatronX Evo)";""
"Playmat (GigatronX)";"Playmat (GigatronX)";""
"Playmat (Katengu Black)";"Playmat (Katengu Black)";""
"Playmat (Katengu White)";"Playmat (Katengu White)";""
"Playmat (Kyrone)";"Playmat (Kyrone)";""
"Playmat (Lunight)";"Playmat (Lunight)";""
"Playmat (Tetramon)";"Playmat (Tetramon)";""
"Playmat (The Four Dragons)";"Playmat (The Four Dragons)";""
"Playmat (Water)";"Playmat (Water)";""
"Playmat (Wind)";"Playmat (Wind)";""
"Playmat (Wispo)";"Playmat (Wispo)";""
"Playmat Gray";"Playmat Gray";""
"Playmat Green";"Playmat Green";""
"Playmat Purple";"Playmat Purple";""
"Playmat Yellow";"Playmat Yellow";""
"Please wait...";"Please wait...";""
"Plumber";"Plumber";""
"Pocket Pages";"Pocket Pages";""
"Police";"Police";""
"Popular Shop";"Popular Shop";""
"Poseia";"Poseia";""
"Poseidrake";"Poseidrake";""
"Poseigon";"Poseigon";""
"Possible Next Day Effect";"Possible Next Day Effect";""
"Posteed";"Posteed";""
"Poster";"Poster";""
"Poster XXX";"Poster XXX";""
"Poster YYY";"Poster YYY";""
"Posters & Art Prints";"Posters & Art Prints";""
"Potential Revenue :";"Potential Revenue :";""
"Potted Plant";"Potted Plant";""
"Power Up";"Power Up";""
"Premium";"Premium";""
"Premium Collection Book";"Premium Collection Book";""
"Preorder Here";"Preorder Here";""
"Preparing to Start";"Preparing to Start";""
"Press Any Key";"Press Any Key";""
"Press Enter to start next day";"Press Enter to start next day";""
"Press XXX to start next day";"Press XXX to start next day";""
"Press to start next day";"Press to start next day";""
"Previous 10 Page";"Previous 10 Page";""
"Previous Page";"Previous Page";""
"Price";"Price";""
"Price :";"Price :";""
"Price History";"Price History";""
"Price Up";"Price Up";""
"Primary Task";"Primary Task";""
"Primary Task:";"Primary Task:";""
"Princestar";"Princestar";""
"Princestar Figurine";"Princestar Figurine";""
"Princestar Statue";"Princestar Statue";""
"Prize";"Prize";""
"Prize Setup";"Prize Setup";""
"Prizes Worth";"Prizes Worth";""
"Pro Player";"Pro Player";""
"Processing";"Processing";""
"Processing Fee :";"Processing Fee :";""
"Product";"Product";""
"Profit";"Profit";""
"Programmer";"Programmer";""
"Psychic";"Psychic";""
"Pulse Cannon";"Pulse Cannon";""
"Pupazz";"Pupazz";""
"Purchase";"Purchase";""
"Purchase license to unlock this product";"Purchase license to unlock this product";""
"Purchased";"Purchased";""
"Purple";"Purple";""
"Put 10 cards on Card Shelf, set the price to sell them";"Put 10 cards on Card Shelf, set the price to sell them";""
"Put Card";"Put Card";""
"Put Item";"Put Item";""
"Put items on shelf to sell them to your customers. Store up to 12 types of item. Each compartment has volume of 64.";"Put items on shelf to sell them to your customers. Store up to 12 types of item. Each compartment has volume of 64.";""
"Put items on shelf to sell them to your customers. Store up to 16 types of item. Each compartment has volume of 32.";"Put items on shelf to sell them to your customers. Store up to 16 types of item. Each compartment has volume of 32.
";""
"Put items on shelf to sell them to your customers. Store up to 24 types of item. Each compartment has volume of 20.";"Put items on shelf to sell them to your customers. Store up to 24 types of item. Each compartment has volume of 20.";""
"Put items on shelf to sell them to your customers. Store up to 3 types of item. Each compartment has volume of 40.";"Put items on shelf to sell them to your customers. Store up to 3 types of item. Each compartment has volume of 40.";""
"Put items on shelf to sell them to your customers. Store up to 3 types of item. Each compartment has volume of 48.";"Put items on shelf to sell them to your customers. Store up to 3 types of item. Each compartment has volume of 48.";""
"Put items on shelf to sell them to your customers. Store up to 4 types of item. Each compartment has volume of 144.";"Put items on shelf to sell them to your customers. Store up to 4 types of item. Each compartment has volume of 144.";""
"Put items on shelf to sell them to your customers. Store up to 4 types of item. Each compartment has volume of 48.";"Put items on shelf to sell them to your customers. Store up to 4 types of item. Each compartment has volume of 48.";""
"Put items on shelf to sell them to your customers. Store up to 5 types of item. Each compartment has volume of 32.";"Put items on shelf to sell them to your customers. Store up to 5 types of item. Each compartment has volume of 32.";""
"Put items on shelf to sell them to your customers. Store up to 6 types of item. Each compartment has volume of 32.";"Put items on shelf to sell them to your customers. Store up to 6 types of item. Each compartment has volume of 32.
";""
"Put items on shelf to sell them to your customers. Store up to 8 types of item. Each compartment has volume of 64.";"Put items on shelf to sell them to your customers. Store up to 8 types of item. Each compartment has volume of 64.";""
"Put items on shelf to sell them to your customers. Store up to 8 types of item. Each compartment has volume of 96 or 144.";"Put items on shelf to sell them to your customers. Store up to 8 types of item. Each compartment has volume of 96 or 144.";""
"Put items on shelf to store your stocks. Store up to 8 types of item. Each compartment has volume of 64.";"Put items on shelf to store your stocks. Store up to 8 types of item. Each compartment has volume of 64.";""
"Put packaging box on shelf to store your stocks. Store up to 4 types of item. Each compartment has volume of 64.";"Put packaging box on shelf to store your stocks. Store up to 4 types of item. Each compartment has volume of 64.";""
"Put packaging box on shelf to store your stocks. Store up to 8 types of item. Each compartment has volume of 64.";"Put packaging box on shelf to store your stocks. Store up to 8 types of item. Each compartment has volume of 64.
";""
"Put up to 10000 card for customers to take cards for free and make them happy.";"Put up to 10000 card for customers to take cards for free and make them happy.";""
"Put up to 10000 cards for customers to take for free and make them happy!";"Put up to 10000 cards for customers to take for free and make them happy!";""
"Put up to 10000 cards for workers to take and display them for sale.";"Put up to 10000 cards for workers to take and display them for sale.";""
"Put your card collection on this shelf for display. This shelf has 15 card slots.";"Put your card collection on this shelf for display. This shelf has 15 card slots.";""
"Put your card collection on this shelf for display. This shelf has 20 card slots.";"Put your card collection on this shelf for display. This shelf has 20 card slots.";""
"Put your card collection on this shelf for display. This shelf has 36 card slots.";"Put your card collection on this shelf for display. This shelf has 36 card slots.";""
"Put your card collection on this shelf for display. This shelf has 4 card slots.";"Put your card collection on this shelf for display. This shelf has 4 card slots.";""
"Put your card collection on this shelf for display. This shelf has 6 card slots.";"Put your card collection on this shelf for display. This shelf has 6 card slots.";""
"Put your card collection on this shelf for display. This shelf has 8 card slots.";"Put your card collection on this shelf for display. This shelf has 8 card slots.";""
"Put your card collection on this shelf to sell it to customers. This shelf has 10 card slots.";"Put your card collection on this shelf to sell it to customers. This shelf has 10 card slots.";""
"Put your card collection on this table for display. This table has 10 card slots.";"Put your card collection on this table for display. This table has 10 card slots.";""
"Put your card collection on this table to sell it to customers. This table has 10 card slots.";"Put your card collection on this table to sell it to customers. This table has 10 card slots.";""
"Put your card collection on this table to sell it to customers. This table has 12 card slots.";"Put your card collection on this table to sell it to customers. This table has 12 card slots.";""
"Putting a card in the device will magnify it on the digital screen.";"Putting a card in the device will magnify it on the digital screen.";""
"Pyropeck";"Pyropeck";""
"Qty";"Qty";""
"Quality Preset";"Quality Preset";""
"Quantity";"Quantity";""
"Queen";"Queen";""
"Quick Fill";"Quick Fill";""
"Quick Select";"Quick Select";""
"Quit";"Quit";""
"Quit Game";"Quit Game";""
"REGISTER NOW";"REGISTER NOW";""
"RENO BIGG";"RENO BIGG";""
"RETAIL SHOP RENOVATION";"RETAIL SHOP RENOVATION";""
"RULEBOOK";"RULEBOOK";""
"Racer";"Racer";""
"Rail Cannon";"Rail Cannon";""
"Raizon";"Raizon";""
"Random rarity pack and card price might XXX";"Random rarity pack and card price might XXX";""
"Randomize";"Randomize";""
"Randomly selects 100 low value cards from album and bundle them to a bulk card box";"Randomly selects 100 low value cards from album and bundle them to a bulk card box";""
"Randomly swap XXX of opponent's field card";"Randomly swap XXX of opponent's field card";""
"Rank";"Rank";""
"Ranking";"Ranking";""
"Rare";"Rare";""
"Rare Card Box";"Rare Card Box";""
"Rare Card Pack";"Rare Card Pack";""
"Rare Destiny Box";"Rare Destiny Box";""
"Rare Destiny Pack";"Rare Destiny Pack";""
"Rare Foil Pack";"Rare Foil Pack";""
"Rare pack and card price might XXX";"Rare pack and card price might XXX";""
"Rare, Epic or Legendary pack and card price might XXX";"Rare, Epic or Legendary pack and card price might XXX";""
"Rarity";"Rarity";""
"Rarity To Select";"Rarity To Select";""
"Rate";"Rate";""
"Ravager";"Ravage";""
"Raxx";"Raxx";""
"Reach Shop level 2 to unlock more upgrades";"Reach Shop level 2 to unlock more upgrades";""
"Reach Shop level 3 to unlock more upgrades";"Reach Shop level 3 to unlock more upgrades";""
"Ready To Collect";"Ready To Collect";""
"Reaper";"Reaper";""
"Received";"Received";""
"Red";"Red";""
"Refill";"Refill";""
"Refill Scent";"Refill Scent";""
"Refill machine with Cleanser";"Refill machine with Cleanser";""
"Refuse";"Refuse";""
"Registered";"Registered";""
"Rematch";"Rematch";""
"Remove";"Remove";""
"Remove All";"Remove All";""
"Remove Label";"Remove Label";""
"Remove all Freeze Counter applied to you.";"Remove all Freeze Counter applied to you.";""
"Remove table number first";"Remove table number first";""
"Rename";"Rename";""
"Rent";"Rent";""
"Rent Bill";"Rent/Bill";""
"Rent is accumulated each day depending on the size of shop";"Rent is accumulated each day depending on the size of shop";""
"Report";"Report";""
"Requesting";"Requesting";""
"Required";"Required";""
"Requirement";"Requirement";""
"Research";"Research";""
"Reset";"Reset";""
"Reset All";"Reset All";""
"Reset Game";"Reset Game";""
"Resolution";"Resolution";""
"Rest";"Rest";""
"Restart";"Restart";""
"Resting";"Resting";""
"Restock";"Restock";""
"Restock Card";"Restock Card";""
"Restock Shelf";"Restock Shelf";""
"Restock Speed :";"Restock Speed :";""
"Restock Speed:";"Restock Speed:";""
"Restock Time";"Restock Time";""
"Restock Time :";"Restock Time :";""
"Restocking";"Restocking";""
"Resume";"Resume";""
"Revenue";"Revenue";""
"Reviews";"Reviews";""
"Reward";"Reward";""
"Reward not unlocked yet";"Reward not unlocked yet";""
"Rhino";"Rhino";""
"Ridiculous. XXX bucks for this!?";"Ridiculous. XXX bucks for this!?";""
"Ridiculous. XXX bucks!?";"Ridiculous. XXX bucks!?";""
"Right";"Right";""
"Roadmap/-Can sell old shelf";"-Can sell old shelf";""
"Roadmap/-Cloud save & achievement";"-Cloud save & achievement";""
"Roadmap/-Collecting card will give you 1 pts for every 10 fame on the card";"-Collecting card will give you 1 pts for every 10 fame on the card";""
"Roadmap/-Collecting cards will give points";"-Collecting cards will give points";""
"Roadmap/-Controller support & keybind";"-Controller support & keybind";""
"Roadmap/-Customer review app";"-Customer review app";""
"Roadmap/-Customer trade cards";"-Customer trade cards";""
"Roadmap/-Difficulty mode";"-Difficulty mode";""
"Roadmap/-Each shop upgrade will give 10 pts";"-Each shop upgrade will give 10 pts";""
"Roadmap/-Every 100 customer purchase made give 1 point";"-Every 100 customer purchase made give 1 point";""
"Roadmap/-Every 100 customer visit give 1 point";"-Every 100 customer visit give 1 point";""
"Roadmap/-Grading card";"-Grading card";""
"Roadmap/-Hire worker for automation";"-Hire worker for automation";""
"Roadmap/-Host game able to edt format";"-Host game able to edt format";""
"Roadmap/-Item & card price change daily";"-Item & card price change daily";""
"Roadmap/-More TCG types";"-More TCG types";""
"Roadmap/-More shelf & table types";"-More shelf & table types";""
"Roadmap/-More shop product types";"-More shop product types";""
"Roadmap/-Opening card packs will give pts";"-Opening card packs will give pts";""
"Roadmap/-Organize tournament";"-Organize tournament";""
"Roadmap/-Playable TCG";"-Playable TCG";""
"Roadmap/-Random events may occur";"-Random events may occur";""
"Roadmap/-Rent and bill";"-Rent and bill";""
"Roadmap/-Selling item will give you 1 pts for every 100 item weight";"-Selling item will give you 1 pts for every 100 item weight";""
"Roadmap/-Shop decoration";"-Shop decoration";""
"Roadmap/-Unlocking and upgrading shelf, vehicle, or items will give points";"-Unlocking and upgrading shelf, vehicle, or items will give points";""
"Roadmap/-Unlocking shop room, unlocking and upgrading shelf will give pts";"-Unlocking shop room, unlocking and upgrading shelf will give pts";""
"Roadmap/-Warehouse room";"-Warehouse room";""
"Rocket Missile";"Rocket Missile";""
"Roll Left";"Roll Left";""
"Roll Right";"Roll Right";""
"Roller Spike";"Roller Spike";""
"Ronin";"Ronin";""
"Rotate";"Rotate";""
"Round";"Round";""
"Round Leaf Plant";"Round Leaf Plant";""
"Round Up";"Round Up";""
"Round XXX";"Round XXX";""
"Royalama";"Royalama";""
"Rubbish Bin";"Rubbish Bin";""
"Rulebook";"Rulebook";""
"Run";"Sprint";""
"SFX";"SFX";""
"Sad, you get nothing for winning.";"Sad, you get nothing for winning.";""
"Salary";"Salary";""
"Salary Cost :";"Salary Cost :";""
"Salary Cost:";"Salary Cost:";""
"Sales Outreach";"Sales Outreach";""
"Sales Report";"Sales Report";""
"Sapoling";"Sapoling";""
"Save";"Save";""
"Save Game";"Save Game";""
"Save Game Failed";"Save Game Failed";""
"Saving Game...";"Saving Game...";""
"Saving data to cloud";"Saving data to cloud";""
"Scan";"Scan";""
"Scanner";"Scanner";""
"Scarkgorus";"Scarkgorus";""
"Scarlios";"Scarlios";""
"School Boy";"School Boy";""
"Scout";"Scout";""
"Scroll";"Scroll";""
"Search";"Search";""
"Search your deck for Gannon or GigatronX, reveal it and put it into your hand. Then, shuffle your deck.";"Search your deck for Gannon or GigatronX, reveal it and put it into your hand. Then, shuffle your deck.";""
"Search your deck for Raxx or Gannon, reveal it and put it into your hand. Then, shuffle your deck.";"Search your deck for Raxx or Gannon, reveal it and put it into your hand. Then, shuffle your deck.";""
